winery,variety,points,price,amount_of_wines,description
FlyWine,Cabernet Sauvignon,85.0,13.0,2,"An oily character of tangerine skin, peach flesh and condensed nuts meets with caramel, pinched soda and cut stone-fruit freshness on the nose of this top bottling from the Los Gatos producer. The palate shows ripe Granny Smith apple flesh, seared pears and almond oil, with a sea-salt splash on the finish."
FlyWine,Chardonnay,86.0,10.0,1,"The fantastic nose pitches French toast together with Meyer lemon pith, crushed rock, struck match and a slight sour-cream element. This wine is immediately lively on the tongue, with lots of but not overdone acidity. Yeasty toast flavors are cut by lemon and poached pear on a racy and focused palate."
FlyWine,Pinot Gris,87.0,32.0,1,"This wine from a cool corner of the Sierra Foothills has lots of varietal character, from a rather deep straw color to waxy, nutty aromas to mild walnut and pear flavors to a rich, viscous texture. It is appetizing and substantial enough for a bold seafood dish."
FlyWine,Red Blend,86.0,10.0,1,"Quite tropical on the extremely dense nose, with guava nectar and honey aromas, this late-harvest wine is extremely sweet and treacly on the palate, without showing much complexity. It's like drinking liquid sugar."
Flying Dreams,Tempranillo,89.0,45.0,1,"Quite a different style from last year's 15% alcohol version, this seems raw, slightly bitter, and hints at garlic in the nose. Black cherries, cola and earth are in the mix, but something is not quite settled."
Flying Goat Cellars,Pinot Gris,91.0,22.0,1,"A helping of Petit Verdot adds to the strength and power of this gigantic, full-bodied wine, which shows elements of waxy plum, dried herb and even a touch of bell pepper on the palate, not quite resolved."
Flying Goat Cellars,Pinot Noir,92.91,46.95,22,"Rich, thick and robust, this offers a mélange of black cherry and strawberry. A fruity element dominates over any savory varietal character."
Flying Trout,Bordeaux-style Red Blend,90.5,32.0,2,"Dry, elegant and nicely reserved, this light-bodied wine is refreshing and intriguing. Subtlety works its magic in the bosc pear aromas and white peach flavors, and the crisp texture whets the appetite."
Flying Trout,Malbec,89.25,39.25,4,"Buttery vanilla, cherry and plum notes give this wine a plush backdrop of fruit and rich, round texture. With small percentages of Cabernet Franc, Merlot and Petit Verdot, it reveals additional cedar and graphite components before unleashing a lasting chocolate flavor on the finish."
Flying Trout,Red Blend,89.25,30.75,4,"Crisply fruity, this shows some carbonic brightness, pushing cranberry and raspberry fruit ahead of lighter flavors of cherry Popsicle. It's a lightweight, yet delightful, summertime red."
Flywheel,Chardonnay,91.0,38.0,1,"Flavors roll from cranberry to sweet red cherry in a red-fruit riot. It was aged in 52% new and 24% one-year-old oak, but it's unobtrusive and not especially toasty. The barrel time has begun to smooth out any bumps and rough edges, though a touch of phenolic bite remains. Drink from 2018 to 2022."
Flywheel,Grenache,88.0,28.0,1,"Plump black raspberry and blackberry notes mix with vanilla and baked licorice on the fruit-driven nose of this blend of 67% Cabernet Sauvignon and 33% Syrah. The tannic tension and strong acidity of the palate overwhelms the flavors at first, eventually revealing dark purple fruit and a vanilla-laced finish."
Flywheel,Mourvèdre,92.0,28.0,1,"Made in a full-bodied and fleshy style, this comes from an estate vineyard long owned by the producer. Cloudy, with a distinct fresh cherry aroma, it opens with leathery tannins and pronounced oak notes before its bright, citrus-like acidity settles in."
Flywheel,Pinot Noir,91.0,38.0,1,"This opens with juicy cranberry and cherry fruit, remaining concentrated through the core palate. Good as it is, the wine fades more quickly than its reserve siblings, which would suggest drinking this one first while the others gain further time in bottle."
Fog Crest,Chardonnay,92.0,39.0,3,"This blend of Cabernet Sauvignon, Merlot and Petit Verdot with a bit of Norman Beko's estate Syrah shows concentrated blueberry, tobacco, dried dill, leather and sweet cedar aromas on the nose, in accordance with its age. There are elegant purple flower, caramelized fruit and mocha spice flavors on the palate, which is holding up well but should be enjoyed now."
Fog Crest,Pinot Noir,90.5,47.0,4,"This creamy, lush wine expresses orange and tangerine fruit mostly, with slight cherry and strawberry accents. High-toned acidity lifts the riper, plush mouthfeel."
Fogline Vineyards,Chardonnay,85.0,38.0,1,"From a replanted block of the vineyard, this wine is zesty, savory and high in acidity. With a backbone of stony texture and a deep core of licorice and strawberry flavors, it's bold in tannins and intensity, yet finishes bright."
Fogline Vineyards,Pinot Noir,88.33,48.33,3,"Earth and black tea meet forest floor notes in this dark, brooding and powerfully full-bodied wine. A touch of reduction accentuates the profuse oak, recalling clove and cardamom, as tingling acidity vies for attention and integration."
Fogline Vineyards,Zinfandel,90.0,35.0,1,"Another fine example of Bechthold's dry-farmed, old, gnarled-vine beauty in a glass, this wine is light in color and high-toned in cherry and rhubarb fruit. Buoyed by acidity, the finish offers just a light seasoning of pepper."
Foley,Chardonnay,90.77,42.5,22,"A forward, softly fruity wine closer to California Pinot than most Oregon examples. The vintage contributes lush fruit flavors of strawberry and cherry, while aging in 20% new French oak brings a layer of smooth milk chocolate."
Foley,Pinot Noir,90.07,54.29,14,"Restrained and tannic, this Zin needs time to resolve and mellow its fine layers of blackberry and tar. Complex and structured, from 95-year-old vines, it should do that with aplomb, the wine more savory than sweet, a refreshing alternative to super-sized Zins."
Foley Johnson,Cabernet Sauvignon,91.0,75.0,2,"The 2009 Syrah, like its companion reds, needs plenty of breathing time to shed its hard shell of tannins and barrel flavors. Coffee and smoke are the aromas and flavors first noticed. Slowly the fruit emerges, offering pretty boysenberry that has a tangy snap."
Folie à Deux,Chardonnay,85.0,18.0,1,"The fruit is forward and tart, mixing berries, cherries and plums; and the tannins almost disappear in a pillowy cloud. Up front this is a delicious wine, that seems to disappear in the middle and then return for a spicy flourish in the finish, marred a bit by a dominating chalkiness and a hint of dill."
Folie à Deux,Zinfandel,88.5,33.0,2,"This budget-priced Syrah is lean and peppery, with plenty of color and tannin. There are simple flavors of red currants, supported with lightly earthy tannins and proportionate acids."
Folin Cellars,G-S-M,88.0,34.0,1,"Clean, crisp and dry, this gentle rosé has a light and pretty strawberry candy color and the flavors follow right along, with a citrusy snap in the acids."
Folin Cellars,Grenache,89.5,34.5,2,An unusual tawny color blends with deep pink in this wine that conveys cinnamon aromas and persimmon flavors. It's certainly an unusual style but has its own appeal.
Folin Cellars,Red Blend,86.5,26.0,2,"This wine is a blend of Cabernet Franc (60%), Merlot (15%), Syrah (15%) and Petit Verdot. Aromas of smoke, herbs, cedar and mushroom show some volatility. The cranberry and cherry flavors are light and elegant."
Folin Cellars,Syrah,89.0,32.0,1,"An earthy, funky block-designated wine, this tastes thin despite its fuller-bodied alcohol level. A plethora of fresh-picked herb and forest characterizes this effort, which finishes in thick tannin."
Folin Cellars,Tempranillo,87.67,30.67,3,"A bit shy on the nose, this eventually shows red currants and sour plum-skin aromas. The palate is also reluctant at first, with purple fruit and black-pepper flavors."
Folin Cellars,Viognier,87.25,26.0,4,"Young, sharp, and spicy, with underlying layers of peach, apricot, Meyer lemon, butter and caramel. This clearly needs a lot more cellar time to reach its full potential, but it is already a lovely wine to sip at meal's end."
Foppiano,Chardonnay,88.4,29.8,5,"Nondescript in aroma, this soft Cabernet Franc offers pronounced tannins and a taste of red currant."
Foppiano,Petite Sirah,87.67,25.0,3,"A 100% varietal wine from near the town of Glen Ellen, this is a healthy marriage of power and grace. The wine is fiery in leathery tannin and full-bodied blackberry ripeness laced in cinnamon and black pepper. Aged in new French oak, it's structured and age-worthy, though quite enjoyable now."
Foppiano,Pinot Noir,86.0,38.33,3,"This is a relatively light-bodied and elegant version of the variety, softly approachable and enjoyable even in its youth. Leathery pepper sits atop nuanced layers of chocolate and blueberry, with a tang of sour cherry and a leanness to the finish."
Foppiano,Sauvignon Blanc,87.0,15.0,2,"Rusty rose in color, this Southern California stab at Sherry is quite rewarding, showing caramelized pecans and almonds, light tobacco leaf and a touch of iodine on the extremely nutty nose. Light peat and walnut flavors show on the sip, as does sour marzipan and burnt orange peel, with a roasted-almond-laced finish."
Foppiano,Zinfandel,86.0,35.0,2,"Coming from an up-and-coming region of the valley, this wine is direct in its appeal, with opulent aromas of dark plum, grape gummy, peppery spices and an herbal top note. The flavors are broad and pure, showing a deft touch. Coffee flavors linger on the finish."
For a Song,Chardonnay,85.0,10.0,1,"Very tight yellow-pear-skin aromas meet with lemon rinds, scratched lime skin, fragrant wet clay and very pithy aromas on this intriguing bottling. Once sipped, the body is steely in acidity and texture, like licking gunmetal, with a warmer stone-fruit element arising in the midpalate. It's a very interesting wine that will appeal to savvy palates."
For a Song,Petit Verdot,85.0,20.0,1,"This vibrant, full-bodied wine combines truly vibrant fruit flavors like black cherry and black grapes with a broad and juicy texture. It delivers a sense of layering of fruit flavors on the palate and a lingering, ripe finish."
For a Song,Red Blend,84.0,15.0,1,"From a newer vineyard located up Gypsy Canyon off of Highway 246, this wine shows light apple aromas along with lemon blossoms. Ripe yellow pears and apples show through a stony tightness that frames the midpalate, offering a Key-lime pith element and good saline quality."
For a Song,Riesling,89.0,10.5,2,"This is an appropriately dark and leathery wine, saddle-like in aroma, with firm traces of black pepper. Blueberry tart and violet provide further complexity and invitation."
